menu_item,category_item,class_item,,month ,year,month ,year
Classic Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,
Classic Whopper Burger No Mayo,Whopper Burger,Beef,,,,,
Classic Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,
Classic Whopper Burger Spicy,Whopper Burger,Beef,,,,,
Classic Whopper Burger Mild,Whopper Burger,Beef,,,,,
Classic Whopper Burger BBQ,Whopper Burger,Beef,,,,,
Classic Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,
Classic Whopper Burger on Brioche,Whopper Burger,Beef,,,,,
Classic Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,
Classic Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,
Classic Whopper Burger Combo Small,Whopper Burger,Beef,,,,,
Classic Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,
Classic Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,
Classic Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,
Classic Whopper Burger Combo Large,Whopper Burger,Beef,,,,,
Classic Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,
Double Whopper Burger,Whopper Burger,Beef,,,,,
Double Whopper Burger Small,Whopper Burger,Beef,,,,,
Double Whopper Burger Medium,Whopper Burger,Beef,,,,,
Double Whopper Burger Large,Whopper Burger,Beef,,,,,
Double Whopper Burger Extra Large,Whopper Burger,Beef,,,,,
Double Whopper Burger King Size,Whopper Burger,Beef,,,,,
Double Whopper Burger Family Size,Whopper Burger,Beef,,,,,
Double Whopper Burger Combo,Whopper Burger,Beef,,,,,
Double Whopper Burger Value Meal,Whopper Burger,Beef,,,,,
Double Whopper Burger Deluxe Meal,Whopper Burger,Beef,,,,,
Double Whopper Burger Family Meal,Whopper Burger,Beef,,,,,
Grilled Double Whopper Burger,Whopper Burger,Beef,,,,,
Fried Double Whopper Burger,Whopper Burger,Beef,,,,,
Baked Double Whopper Burger,Whopper Burger,Beef,,,,,
Fresh Double Whopper Burger,Whopper Burger,Beef,,,,,
Double Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,
Double Whopper Burger No Mayo,Whopper Burger,Beef,,,,,
Double Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,
Double Whopper Burger Spicy,Whopper Burger,Beef,,,,,
Double Whopper Burger Mild,Whopper Burger,Beef,,,,,
Double Whopper Burger BBQ,Whopper Burger,Beef,,,,,
Double Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,
Double Whopper Burger on Brioche,Whopper Burger,Beef,,,,,
Double Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,
Double Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,
Double Whopper Burger Combo Small,Whopper Burger,Beef,,,,,
Double Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,
Double Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,
Double Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,
Double Whopper Burger Combo Large,Whopper Burger,Beef,,,,,
Double Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,
Triple Whopper Burger,Whopper Burger,Beef,,,,,
Triple Whopper Burger Small,Whopper Burger,Beef,,,,,
Triple Whopper Burger Medium,Whopper Burger,Beef,,,,,
Triple Whopper Burger Large,Whopper Burger,Beef,,,,,
Triple Whopper Burger Extra Large,Whopper Burger,Beef,,,,,
Triple Whopper Burger King Size,Whopper Burger,Beef,,,,,
Triple Whopper Burger Family Size,Whopper Burger,Beef,,,,,
Triple Whopper Burger Combo,Whopper Burger,Beef,,,,,
Triple Whopper Burger Value Meal,Whopper Burger,Beef,,,,,
Triple Whopper Burger Deluxe Meal,Whopper Burger,Beef,,,,,
Triple Whopper Burger Family Meal,Whopper Burger,Beef,,,,,
Grilled Triple Whopper Burger,Whopper Burger,Beef,,,,,
Fried Triple Whopper Burger,Whopper Burger,Beef,,,,,
Baked Triple Whopper Burger,Whopper Burger,Beef,,,,,
Fresh Triple Whopper Burger,Whopper Burger,Beef,,,,,
Triple Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,
Triple Whopper Burger No Mayo,Whopper Burger,Beef,,,,,
Triple Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,
Triple Whopper Burger Spicy,Whopper Burger,Beef,,,,,
Triple Whopper Burger Mild,Whopper Burger,Beef,,,,,
Triple Whopper Burger BBQ,Whopper Burger,Beef,,,,,
Triple Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,
Triple Whopper Burger on Brioche,Whopper Burger,Beef,,,,,
Triple Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,
Triple Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,
Triple Whopper Burger Combo Small,Whopper Burger,Beef,,,,,
Triple Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,
Triple Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,
Triple Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,
Triple Whopper Burger Combo Large,Whopper Burger,Beef,,,,,
Triple Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,
Original Big King,Big King,Beef,,,,,
Original Big King Small,Big King,Beef,,,,,
Original Big King Medium,Big King,Beef,,,,,
Original Big King Large,Big King,Beef,,,,,
Original Big King Extra Large,Big King,Beef,,,,,
Original Big King King Size,Big King,Beef,,,,,
Original Big King Family Size,Big King,Beef,,,,,
Original Big King Combo,Big King,Beef,,,,,
Original Big King Value Meal,Big King,Beef,,,,,
Original Big King Deluxe Meal,Big King,Beef,,,,,
Original Big King Family Meal,Big King,Beef,,,,,
Grilled Original Big King,Big King,Beef,,,,,
Fried Original Big King,Big King,Beef,,,,,
Baked Original Big King,Big King,Beef,,,,,
Fresh Original Big King,Big King,Beef,,,,,
Original Big King Extra Crispy,Big King,Beef,,,,,
Original Big King No Mayo,Big King,Beef,,,,,
Original Big King Extra Cheese,Big King,Beef,,,,,
Original Big King Spicy,Big King,Beef,,,,,
Original Big King Mild,Big King,Beef,,,,,
Original Big King BBQ,Big King,Beef,,,,,
Original Big King on Sesame Bun,Big King,Beef,,,,,
Original Big King on Brioche,Big King,Beef,,,,,
Original Big King on Whole Wheat,Big King,Beef,,,,,
Original Big King on Sourdough,Big King,Beef,,,,,
Original Big King Combo Small,Big King,Beef,,,,,
Original Big King Value Meal Small,Big King,Beef,,,,,
Original Big King Combo Medium,Big King,Beef,,,,,
Original Big King Value Meal Medium,Big King,Beef,,,,,
Original Big King Combo Large,Big King,Beef,,,,,
Original Big King Value Meal Large,Big King,Beef,,,,,
XXL Big King,Big King,Beef,,,,,
XXL Big King Small,Big King,Beef,,,,,
XXL Big King Medium,Big King,Beef,,,,,
XXL Big King Large,Big King,Beef,,,,,
XXL Big King Extra Large,Big King,Beef,,,,,
XXL Big King King Size,Big King,Beef,,,,,
XXL Big King Family Size,Big King,Beef,,,,,
XXL Big King Combo,Big King,Beef,,,,,
XXL Big King Value Meal,Big King,Beef,,,,,
XXL Big King Deluxe Meal,Big King,Beef,,,,,
XXL Big King Family Meal,Big King,Beef,,,,,
Grilled XXL Big King,Big King,Beef,,,,,
Fried XXL Big King,Big King,Beef,,,,,
Baked XXL Big King,Big King,Beef,,,,,
Fresh XXL Big King,Big King,Beef,,,,,
XXL Big King Extra Crispy,Big King,Beef,,,,,
XXL Big King No Mayo,Big King,Beef,,,,,
XXL Big King Extra Cheese,Big King,Beef,,,,,
XXL Big King Spicy,Big King,Beef,,,,,
XXL Big King Mild,Big King,Beef,,,,,
XXL Big King BBQ,Big King,Beef,,,,,
XXL Big King on Sesame Bun,Big King,Beef,,,,,
XXL Big King on Brioche,Big King,Beef,,,,,
XXL Big King on Whole Wheat,Big King,Beef,,,,,
XXL Big King on Sourdough,Big King,Beef,,,,,
XXL Big King Combo Small,Big King,Beef,,,,,
XXL Big King Value Meal Small,Big King,Beef,,,,,
XXL Big King Combo Medium,Big King,Beef,,,,,
XXL Big King Value Meal Medium,Big King,Beef,,,,,
XXL Big King Combo Large,Big King,Beef,,,,,
XXL Big King Value Meal Large,Big King,Beef,,,,,
Angus Steakhouse,Steakhouse,Beef,,,,,
Angus Steakhouse Small,Steakhouse,Beef,,,,,
Angus Steakhouse Medium,Steakhouse,Beef,,,,,
Angus Steakhouse Large,Steakhouse,Beef,,,,,
Angus Steakhouse Extra Large,Steakhouse,Beef,,,,,
Angus Steakhouse King Size,Steakhouse,Beef,,,,,
Angus Steakhouse Family Size,Steakhouse,Beef,,,,,
Angus Steakhouse Combo,Steakhouse,Beef,,,,,
Angus Steakhouse Value Meal,Steakhouse,Beef,,,,,
Angus Steakhouse Deluxe Meal,Steakhouse,Beef,,,,,
Angus Steakhouse Family Meal,Steakhouse,Beef,,,,,
Grilled Angus Steakhouse,Steakhouse,Beef,,,,,
Fried Angus Steakhouse,Steakhouse,Beef,,,,,
Baked Angus Steakhouse,Steakhouse,Beef,,,,,
Fresh Angus Steakhouse,Steakhouse,Beef,,,,,
Angus Steakhouse Extra Crispy,Steakhouse,Beef,,,,,
Angus Steakhouse No Mayo,Steakhouse,Beef,,,,,
Angus Steakhouse Extra Cheese,Steakhouse,Beef,,,,,
Angus Steakhouse Spicy,Steakhouse,Beef,,,,,
Angus Steakhouse Mild,Steakhouse,Beef,,,,,
Angus Steakhouse BBQ,Steakhouse,Beef,,,,,
Angus Steakhouse on Sesame Bun,Steakhouse,Beef,,,,,
Angus Steakhouse on Brioche,Steakhouse,Beef,,,,,
Angus Steakhouse on Whole Wheat,Steakhouse,Beef,,,,,
Angus Steakhouse on Sourdough,Steakhouse,Beef,,,,,
Angus Steakhouse Combo Small,Steakhouse,Beef,,,,,
Angus Steakhouse Value Meal Small,Steakhouse,Beef,,,,,
Angus Steakhouse Combo Medium,Steakhouse,Beef,,,,,
Angus Steakhouse Value Meal Medium,Steakhouse,Beef,,,,,
Angus Steakhouse Combo Large,Steakhouse,Beef,,,,,
Angus Steakhouse Value Meal Large,Steakhouse,Beef,,,,,
King Steakhouse,Steakhouse,Beef,,,,,
King Steakhouse Small,Steakhouse,Beef,,,,,
King Steakhouse Medium,Steakhouse,Beef,,,,,
King Steakhouse Large,Steakhouse,Beef,,,,,
King Steakhouse Extra Large,Steakhouse,Beef,,,,,
King Steakhouse King Size,Steakhouse,Beef,,,,,
King Steakhouse Family Size,Steakhouse,Beef,,,,,
King Steakhouse Combo,Steakhouse,Beef,,,,,
King Steakhouse Value Meal,Steakhouse,Beef,,,,,
King Steakhouse Deluxe Meal,Steakhouse,Beef,,,,,
King Steakhouse Family Meal,Steakhouse,Beef,,,,,
Grilled King Steakhouse,Steakhouse,Beef,,,,,
Fried King Steakhouse,Steakhouse,Beef,,,,,
Baked King Steakhouse,Steakhouse,Beef,,,,,
Fresh King Steakhouse,Steakhouse,Beef,,,,,
King Steakhouse Extra Crispy,Steakhouse,Beef,,,,,
King Steakhouse No Mayo,Steakhouse,Beef,,,,,
King Steakhouse Extra Cheese,Steakhouse,Beef,,,,,
King Steakhouse Spicy,Steakhouse,Beef,,,,,
King Steakhouse Mild,Steakhouse,Beef,,,,,
King Steakhouse BBQ,Steakhouse,Beef,,,,,
King Steakhouse on Sesame Bun,Steakhouse,Beef,,,,,
King Steakhouse on Brioche,Steakhouse,Beef,,,,,
King Steakhouse on Whole Wheat,Steakhouse,Beef,,,,,
King Steakhouse on Sourdough,Steakhouse,Beef,,,,,
King Steakhouse Combo Small,Steakhouse,Beef,,,,,
King Steakhouse Value Meal Small,Steakhouse,Beef,,,,,
King Steakhouse Combo Medium,Steakhouse,Beef,,,,,
King Steakhouse Value Meal Medium,Steakhouse,Beef,,,,,
King Steakhouse Combo Large,Steakhouse,Beef,,,,,
King Steakhouse Value Meal Large,Steakhouse,Beef,,,,,
Classic Dave's Single,Dave's Single,Beef,,,,,
Classic Dave's Single Small,Dave's Single,Beef,,,,,
Classic Dave's Single Medium,Dave's Single,Beef,,,,,
Classic Dave's Single Large,Dave's Single,Beef,,,,,
Classic Dave's Single Extra Large,Dave's Single,Beef,,,,,
Classic Dave's Single King Size,Dave's Single,Beef,,,,,
Classic Dave's Single Family Size,Dave's Single,Beef,,,,,
Classic Dave's Single Combo,Dave's Single,Beef,,,,,
Classic Dave's Single Value Meal,Dave's Single,Beef,,,,,
Classic Dave's Single Deluxe Meal,Dave's Single,Beef,,,,,
Classic Dave's Single Family Meal,Dave's Single,Beef,,,,,
Grilled Classic Dave's Single,Dave's Single,Beef,,,,,
Fried Classic Dave's Single,Dave's Single,Beef,,,,,
Baked Classic Dave's Single,Dave's Single,Beef,,,,,
Fresh Classic Dave's Single,Dave's Single,Beef,,,,,
Classic Dave's Single Extra Crispy,Dave's Single,Beef,,,,,
Classic Dave's Single No Mayo,Dave's Single,Beef,,,,,
Classic Dave's Single Extra Cheese,Dave's Single,Beef,,,,,
Classic Dave's Single Spicy,Dave's Single,Beef,,,,,
Classic Dave's Single Mild,Dave's Single,Beef,,,,,
Classic Dave's Single BBQ,Dave's Single,Beef,,,,,
Classic Dave's Single on Sesame Bun,Dave's Single,Beef,,,,,
Classic Dave's Single on Brioche,Dave's Single,Beef,,,,,
Classic Dave's Single on Whole Wheat,Dave's Single,Beef,,,,,
Classic Dave's Single on Sourdough,Dave's Single,Beef,,,,,
Classic Dave's Single Combo Small,Dave's Single,Beef,,,,,
Classic Dave's Single Value Meal Small,Dave's Single,Beef,,,,,
Classic Dave's Single Combo Medium,Dave's Single,Beef,,,,,
Classic Dave's Single Value Meal Medium,Dave's Single,Beef,,,,,
Classic Dave's Single Combo Large,Dave's Single,Beef,,,,,
Classic Dave's Single Value Meal Large,Dave's Single,Beef,,,,,
Deluxe Dave's Single,Dave's Single,Beef,,,,,
Deluxe Dave's Single Small,Dave's Single,Beef,,,,,
Deluxe Dave's Single Medium,Dave's Single,Beef,,,,,
Deluxe Dave's Single Large,Dave's Single,Beef,,,,,
Deluxe Dave's Single Extra Large,Dave's Single,Beef,,,,,
Deluxe Dave's Single King Size,Dave's Single,Beef,,,,,
Deluxe Dave's Single Family Size,Dave's Single,Beef,,,,,
Deluxe Dave's Single Combo,Dave's Single,Beef,,,,,
Deluxe Dave's Single Value Meal,Dave's Single,Beef,,,,,
Deluxe Dave's Single Deluxe Meal,Dave's Single,Beef,,,,,
Deluxe Dave's Single Family Meal,Dave's Single,Beef,,,,,
Grilled Deluxe Dave's Single,Dave's Single,Beef,,,,,
Fried Deluxe Dave's Single,Dave's Single,Beef,,,,,
Baked Deluxe Dave's Single,Dave's Single,Beef,,,,,
Fresh Deluxe Dave's Single,Dave's Single,Beef,,,,,
Deluxe Dave's Single Extra Crispy,Dave's Single,Beef,,,,,
Deluxe Dave's Single No Mayo,Dave's Single,Beef,,,,,
Deluxe Dave's Single Extra Cheese,Dave's Single,Beef,,,,,
Deluxe Dave's Single Spicy,Dave's Single,Beef,,,,,
Deluxe Dave's Single Mild,Dave's Single,Beef,,,,,
Deluxe Dave's Single BBQ,Dave's Single,Beef,,,,,
Deluxe Dave's Single on Sesame Bun,Dave's Single,Beef,,,,,
Deluxe Dave's Single on Brioche,Dave's Single,Beef,,,,,
Deluxe Dave's Single on Whole Wheat,Dave's Single,Beef,,,,,
Deluxe Dave's Single on Sourdough,Dave's Single,Beef,,,,,
Deluxe Dave's Single Combo Small,Dave's Single,Beef,,,,,
Deluxe Dave's Single Value Meal Small,Dave's Single,Beef,,,,,
Deluxe Dave's Single Combo Medium,Dave's Single,Beef,,,,,
Deluxe Dave's Single Value Meal Medium,Dave's Single,Beef,,,,,
Deluxe Dave's Single Combo Large,Dave's Single,Beef,,,,,
Deluxe Dave's Single Value Meal Large,Dave's Single,Beef,,,,,
Single Baconator,Baconator,Beef,,,,,
Single Baconator Small,Baconator,Beef,,,,,
Single Baconator Medium,Baconator,Beef,,,,,
Single Baconator Large,Baconator,Beef,,,,,
Single Baconator Extra Large,Baconator,Beef,,,,,
Single Baconator King Size,Baconator,Beef,,,,,
Single Baconator Family Size,Baconator,Beef,,,,,
Single Baconator Combo,Baconator,Beef,,,,,
Single Baconator Value Meal,Baconator,Beef,,,,,
Single Baconator Deluxe Meal,Baconator,Beef,,,,,
Single Baconator Family Meal,Baconator,Beef,,,,,
Grilled Single Baconator,Baconator,Beef,,,,,
Fried Single Baconator,Baconator,Beef,,,,,
Baked Single Baconator,Baconator,Beef,,,,,
Fresh Single Baconator,Baconator,Beef,,,,,
Single Baconator Extra Crispy,Baconator,Beef,,,,,
Single Baconator No Mayo,Baconator,Beef,,,,,
Single Baconator Extra Cheese,Baconator,Beef,,,,,
Single Baconator Spicy,Baconator,Beef,,,,,
Single Baconator Mild,Baconator,Beef,,,,,
Single Baconator BBQ,Baconator,Beef,,,,,
Single Baconator on Sesame Bun,Baconator,Beef,,,,,
Single Baconator on Brioche,Baconator,Beef,,,,,
Single Baconator on Whole Wheat,Baconator,Beef,,,,,
Single Baconator on Sourdough,Baconator,Beef,,,,,
Single Baconator Combo Small,Baconator,Beef,,,,,
Single Baconator Value Meal Small,Baconator,Beef,,,,,
Single Baconator Combo Medium,Baconator,Beef,,,,,
Single Baconator Value Meal Medium,Baconator,Beef,,,,,
Single Baconator Combo Large,Baconator,Beef,,,,,
Single Baconator Value Meal Large,Baconator,Beef,,,,,
Double Baconator,Baconator,Beef,,,,,
Double Baconator Small,Baconator,Beef,,,,,
Double Baconator Medium,Baconator,Beef,,,,,
Double Baconator Large,Baconator,Beef,,,,,
Double Baconator Extra Large,Baconator,Beef,,,,,
Double Baconator King Size,Baconator,Beef,,,,,
Double Baconator Family Size,Baconator,Beef,,,,,
Double Baconator Combo,Baconator,Beef,,,,,
Double Baconator Value Meal,Baconator,Beef,,,,,
Double Baconator Deluxe Meal,Baconator,Beef,,,,,
Double Baconator Family Meal,Baconator,Beef,,,,,
Grilled Double Baconator,Baconator,Beef,,,,,
Fried Double Baconator,Baconator,Beef,,,,,
Baked Double Baconator,Baconator,Beef,,,,,
Fresh Double Baconator,Baconator,Beef,,,,,
Double Baconator Extra Crispy,Baconator,Beef,,,,,
Double Baconator No Mayo,Baconator,Beef,,,,,
Double Baconator Extra Cheese,Baconator,Beef,,,,,
Double Baconator Spicy,Baconator,Beef,,,,,
Double Baconator Mild,Baconator,Beef,,,,,
Double Baconator BBQ,Baconator,Beef,,,,,
Double Baconator on Sesame Bun,Baconator,Beef,,,,,
Double Baconator on Brioche,Baconator,Beef,,,,,
Double Baconator on Whole Wheat,Baconator,Beef,,,,,
Double Baconator on Sourdough,Baconator,Beef,,,,,
Double Baconator Combo Small,Baconator,Beef,,,,,
Double Baconator Value Meal Small,Baconator,Beef,,,,,
Double Baconator Combo Medium,Baconator,Beef,,,,,
Double Baconator Value Meal Medium,Baconator,Beef,,,,,
Double Baconator Combo Large,Baconator,Beef,,,,,
Double Baconator Value Meal Large,Baconator,Beef,,,,,
Son of Baconator,Baconator,Beef,,,,,
Son of Baconator Small,Baconator,Beef,,,,,
Son of Baconator Medium,Baconator,Beef,,,,,
Son of Baconator Large,Baconator,Beef,,,,,
Son of Baconator Extra Large,Baconator,Beef,,,,,
Son of Baconator King Size,Baconator,Beef,,,,,
Son of Baconator Family Size,Baconator,Beef,,,,,
Son of Baconator Combo,Baconator,Beef,,,,,
Son of Baconator Value Meal,Baconator,Beef,,,,,
Son of Baconator Deluxe Meal,Baconator,Beef,,,,,
Son of Baconator Family Meal,Baconator,Beef,,,,,
Grilled Son of Baconator,Baconator,Beef,,,,,
Fried Son of Baconator,Baconator,Beef,,,,,
Baked Son of Baconator,Baconator,Beef,,,,,
Fresh Son of Baconator,Baconator,Beef,,,,,
Son of Baconator Extra Crispy,Baconator,Beef,,,,,
Son of Baconator No Mayo,Baconator,Beef,,,,,
Son of Baconator Extra Cheese,Baconator,Beef,,,,,
Son of Baconator Spicy,Baconator,Beef,,,,,
Son of Baconator Mild,Baconator,Beef,,,,,
Son of Baconator BBQ,Baconator,Beef,,,,,
Son of Baconator on Sesame Bun,Baconator,Beef,,,,,
Son of Baconator on Brioche,Baconator,Beef,,,,,
Son of Baconator on Whole Wheat,Baconator,Beef,,,,,
Son of Baconator on Sourdough,Baconator,Beef,,,,,
Son of Baconator Combo Small,Baconator,Beef,,,,,
Son of Baconator Value Meal Small,Baconator,Beef,,,,,
Son of Baconator Combo Medium,Baconator,Beef,,,,,
Son of Baconator Value Meal Medium,Baconator,Beef,,,,,
Son of Baconator Combo Large,Baconator,Beef,,,,,
Son of Baconator Value Meal Large,Baconator,Beef,,,,,
Hamburger Jr. Burger,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Small,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Medium,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Large,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Extra Large,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger King Size,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Family Size,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Combo,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Value Meal,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Deluxe Meal,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Family Meal,Jr. Burger,Beef,,,,,
Grilled Hamburger Jr. Burger,Jr. Burger,Beef,,,,,
Fried Hamburger Jr. Burger,Jr. Burger,Beef,,,,,
Baked Hamburger Jr. Burger,Jr. Burger,Beef,,,,,
Fresh Hamburger Jr. Burger,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Extra Crispy,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger No Mayo,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Extra Cheese,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Spicy,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Mild,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger BBQ,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger on Sesame Bun,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger on Brioche,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger on Whole Wheat,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger on Sourdough,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Combo Small,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Value Meal Small,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Combo Medium,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Combo Large,Jr. Burger,Beef,,,,,
Hamburger Jr. Burger Value Meal Large,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Small,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Medium,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Large,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Extra Large,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger King Size,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Family Size,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Combo,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Value Meal,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Deluxe Meal,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Family Meal,Jr. Burger,Beef,,,,,
Grilled Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,
Fried Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,
Baked Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,
Fresh Cheeseburger Jr. Burger,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Extra Crispy,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger No Mayo,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Extra Cheese,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Spicy,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Mild,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger BBQ,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger on Sesame Bun,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger on Brioche,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger on Whole Wheat,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger on Sourdough,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Combo Small,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Value Meal Small,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Combo Medium,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Value Meal Medium,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Combo Large,Jr. Burger,Beef,,,,,
Cheeseburger Jr. Burger Value Meal Large,Jr. Burger,Beef,,,,,
Single Classic Burger,Classic Burger,Beef,,,,,
Single Classic Burger Small,Classic Burger,Beef,,,,,
Single Classic Burger Medium,Classic Burger,Beef,,,,,
Single Classic Burger Large,Classic Burger,Beef,,,,,
Single Classic Burger Extra Large,Classic Burger,Beef,,,,,
Single Classic Burger King Size,Classic Burger,Beef,,,,,
Single Classic Burger Family Size,Classic Burger,Beef,,,,,
Single Classic Burger Combo,Classic Burger,Beef,,,,,
Single Classic Burger Value Meal,Classic Burger,Beef,,,,,
Single Classic Burger Deluxe Meal,Classic Burger,Beef,,,,,
Single Classic Burger Family Meal,Classic Burger,Beef,,,,,
Grilled Single Classic Burger,Classic Burger,Beef,,,,,
Fried Single Classic Burger,Classic Burger,Beef,,,,,
