menu_item,category_item,class_item,Unnamed: 3,item_id,Unnamed: 5,3NF,menu_item_code,category_item_code,class_item_code,final_unique_code
Original Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,OCTEC,CT,CH,OCTECCTCH
Original Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,OCTNM,CT,CH,OCTNMCTCH
Original Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,OCTEC,CT,CH,OCTECCTCH
Original Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,OCTS,CT,CH,OCTSCTCH
Original Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,OCTM,CT,CH,OCTMCTCH
Original Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,OCTB,CT,CH,OCTBCTCH
4-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4OCTS,CT,CH,4OCTSCTCH
6-piece Original Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6OCTS,CT,CH,6OCTSCTCH
4-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4OCTM,CT,CH,4OCTMCTCH
6-piece Original Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6OCTM,CT,CH,6OCTMCTCH
4-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4OCTL,CT,CH,4OCTLCTCH
6-piece Original Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6OCTL,CT,CH,6OCTLCTCH
Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,BCT,CT,CH,BCTCTCH
Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,BCTS,CT,CH,BCTSCTCH
Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,BCTM,CT,CH,BCTMCTCH
Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,BCTL,CT,CH,BCTLCTCH
Buffalo Chicken Tenders Extra Large,Chicken Tenders,Chicken,,,,,BCTEL,CT,CH,BCTELCTCH
Buffalo Chicken Tenders King Size,Chicken Tenders,Chicken,,,,,BCTKS,CT,CH,BCTKSCTCH
Buffalo Chicken Tenders Family Size,Chicken Tenders,Chicken,,,,,BCTFS,CT,CH,BCTFSCTCH
4-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,4BCT,CT,CH,4BCTCTCH
6-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,6BCT,CT,CH,6BCTCTCH
8-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,8BCT,CT,CH,8BCTCTCH
10-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,CH,1BCTCTCH
12-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,CH,1BCTCTCH
15-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,1BCT,CT,CH,1BCTCTCH
20-piece Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,2BCT,CT,CH,2BCTCTCH
Buffalo Chicken Tenders Combo,Chicken Tenders,Chicken,,,,,BCTC,CT,CH,BCTCCTCH
Buffalo Chicken Tenders Value Meal,Chicken Tenders,Chicken,,,,,BCTVM,CT,CH,BCTVMCTCH
Buffalo Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,,,,,BCTDM,CT,CH,BCTDMCTCH
Buffalo Chicken Tenders Family Meal,Chicken Tenders,Chicken,,,,,BCTFM,CT,CH,BCTFMCTCH
Grilled Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,GBCT,CT,CH,GBCTCTCH
Fried Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,FBCT,CT,CH,FBCTCTCH
Baked Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,BBCT,CT,CH,BBCTCTCH
Fresh Buffalo Chicken Tenders,Chicken Tenders,Chicken,,,,,FBCT,CT,CH,FBCTCTCH
Buffalo Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,BCTEC,CT,CH,BCTECCTCH
Buffalo Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,BCTNM,CT,CH,BCTNMCTCH
Buffalo Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,BCTEC,CT,CH,BCTECCTCH
Buffalo Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,BCTS,CT,CH,BCTSCTCH
Buffalo Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,BCTM,CT,CH,BCTMCTCH
Buffalo Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,BCTB,CT,CH,BCTBCTCH
4-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4BCTS,CT,CH,4BCTSCTCH
6-piece Buffalo Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6BCTS,CT,CH,6BCTSCTCH
4-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4BCTM,CT,CH,4BCTMCTCH
6-piece Buffalo Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6BCTM,CT,CH,6BCTMCTCH
4-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4BCTL,CT,CH,4BCTLCTCH
6-piece Buffalo Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6BCTL,CT,CH,6BCTLCTCH
Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,HBCT,CT,CH,HBCTCTCH
Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,HBCTS,CT,CH,HBCTSCTCH
Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,HBCTM,CT,CH,HBCTMCTCH
Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,HBCTL,CT,CH,HBCTLCTCH
Honey BBQ Chicken Tenders Extra Large,Chicken Tenders,Chicken,,,,,HBCTEL,CT,CH,HBCTELCTCH
Honey BBQ Chicken Tenders King Size,Chicken Tenders,Chicken,,,,,HBCTKS,CT,CH,HBCTKSCTCH
Honey BBQ Chicken Tenders Family Size,Chicken Tenders,Chicken,,,,,HBCTFS,CT,CH,HBCTFSCTCH
4-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,4HBCT,CT,CH,4HBCTCTCH
6-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,6HBCT,CT,CH,6HBCTCTCH
8-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,8HBCT,CT,CH,8HBCTCTCH
10-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,CH,1HBCTCTCH
12-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,CH,1HBCTCTCH
15-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,1HBCT,CT,CH,1HBCTCTCH
20-piece Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,2HBCT,CT,CH,2HBCTCTCH
Honey BBQ Chicken Tenders Combo,Chicken Tenders,Chicken,,,,,HBCTC,CT,CH,HBCTCCTCH
Honey BBQ Chicken Tenders Value Meal,Chicken Tenders,Chicken,,,,,HBCTVM,CT,CH,HBCTVMCTCH
Honey BBQ Chicken Tenders Deluxe Meal,Chicken Tenders,Chicken,,,,,HBCTDM,CT,CH,HBCTDMCTCH
Honey BBQ Chicken Tenders Family Meal,Chicken Tenders,Chicken,,,,,HBCTFM,CT,CH,HBCTFMCTCH
Grilled Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,GHBCT,CT,CH,GHBCTCTCH
Fried Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,FHBCT,CT,CH,FHBCTCTCH
Baked Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,BHBCT,CT,CH,BHBCTCTCH
Fresh Honey BBQ Chicken Tenders,Chicken Tenders,Chicken,,,,,FHBCT,CT,CH,FHBCTCTCH
Honey BBQ Chicken Tenders Extra Crispy,Chicken Tenders,Chicken,,,,,HBCTEC,CT,CH,HBCTECCTCH
Honey BBQ Chicken Tenders No Mayo,Chicken Tenders,Chicken,,,,,HBCTNM,CT,CH,HBCTNMCTCH
Honey BBQ Chicken Tenders Extra Cheese,Chicken Tenders,Chicken,,,,,HBCTEC,CT,CH,HBCTECCTCH
Honey BBQ Chicken Tenders Spicy,Chicken Tenders,Chicken,,,,,HBCTS,CT,CH,HBCTSCTCH
Honey BBQ Chicken Tenders Mild,Chicken Tenders,Chicken,,,,,HBCTM,CT,CH,HBCTMCTCH
Honey BBQ Chicken Tenders BBQ,Chicken Tenders,Chicken,,,,,HBCTB,CT,CH,HBCTBCTCH
4-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,4HBCTS,CT,CH,4HBCTSCTCH
6-piece Honey BBQ Chicken Tenders Small,Chicken Tenders,Chicken,,,,,6HBCTS,CT,CH,6HBCTSCTCH
4-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,4HBCTM,CT,CH,4HBCTMCTCH
6-piece Honey BBQ Chicken Tenders Medium,Chicken Tenders,Chicken,,,,,6HBCTM,CT,CH,6HBCTMCTCH
4-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,4HBCTL,CT,CH,4HBCTLCTCH
6-piece Honey BBQ Chicken Tenders Large,Chicken Tenders,Chicken,,,,,6HBCTL,CT,CH,6HBCTLCTCH
Crispy Chicken Strips,Chicken Strips,Chicken,,,,,CCS,CS,CH,CCSCSCH
Crispy Chicken Strips Small,Chicken Strips,Chicken,,,,,CCSS,CS,CH,CCSSCSCH
Crispy Chicken Strips Medium,Chicken Strips,Chicken,,,,,CCSM,CS,CH,CCSMCSCH
Crispy Chicken Strips Large,Chicken Strips,Chicken,,,,,CCSL,CS,CH,CCSLCSCH
Crispy Chicken Strips Extra Large,Chicken Strips,Chicken,,,,,CCSEL,CS,CH,CCSELCSCH
Crispy Chicken Strips King Size,Chicken Strips,Chicken,,,,,CCSKS,CS,CH,CCSKSCSCH
Crispy Chicken Strips Family Size,Chicken Strips,Chicken,,,,,CCSFS,CS,CH,CCSFSCSCH
4-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,4CCS,CS,CH,4CCSCSCH
6-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,6CCS,CS,CH,6CCSCSCH
8-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,8CCS,CS,CH,8CCSCSCH
10-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,1CCS,CS,CH,1CCSCSCH
12-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,1CCS,CS,CH,1CCSCSCH
15-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,1CCS,CS,CH,1CCSCSCH
20-piece Crispy Chicken Strips,Chicken Strips,Chicken,,,,,2CCS,CS,CH,2CCSCSCH
Crispy Chicken Strips Combo,Chicken Strips,Chicken,,,,,CCSC,CS,CH,CCSCCSCH
Crispy Chicken Strips Value Meal,Chicken Strips,Chicken,,,,,CCSVM,CS,CH,CCSVMCSCH
Crispy Chicken Strips Deluxe Meal,Chicken Strips,Chicken,,,,,CCSDM,CS,CH,CCSDMCSCH
Crispy Chicken Strips Family Meal,Chicken Strips,Chicken,,,,,CCSFM,CS,CH,CCSFMCSCH
Grilled Crispy Chicken Strips,Chicken Strips,Chicken,,,,,GCCS,CS,CH,GCCSCSCH
Fried Crispy Chicken Strips,Chicken Strips,Chicken,,,,,FCCS,CS,CH,FCCSCSCH
Baked Crispy Chicken Strips,Chicken Strips,Chicken,,,,,BCCS,CS,CH,BCCSCSCH
Fresh Crispy Chicken Strips,Chicken Strips,Chicken,,,,,FCCS,CS,CH,FCCSCSCH
Crispy Chicken Strips Extra Crispy,Chicken Strips,Chicken,,,,,CCSEC,CS,CH,CCSECCSCH
Crispy Chicken Strips No Mayo,Chicken Strips,Chicken,,,,,CCSNM,CS,CH,CCSNMCSCH
Crispy Chicken Strips Extra Cheese,Chicken Strips,Chicken,,,,,CCSEC,CS,CH,CCSECCSCH
Crispy Chicken Strips Spicy,Chicken Strips,Chicken,,,,,CCSS,CS,CH,CCSSCSCH
Crispy Chicken Strips Mild,Chicken Strips,Chicken,,,,,CCSM,CS,CH,CCSMCSCH
Crispy Chicken Strips BBQ,Chicken Strips,Chicken,,,,,CCSB,CS,CH,CCSBCSCH
4-piece Crispy Chicken Strips Small,Chicken Strips,Chicken,,,,,4CCSS,CS,CH,4CCSSCSCH
6-piece Crispy Chicken Strips Small,Chicken Strips,Chicken,,,,,6CCSS,CS,CH,6CCSSCSCH
4-piece Crispy Chicken Strips Medium,Chicken Strips,Chicken,,,,,4CCSM,CS,CH,4CCSMCSCH
6-piece Crispy Chicken Strips Medium,Chicken Strips,Chicken,,,,,6CCSM,CS,CH,6CCSMCSCH
4-piece Crispy Chicken Strips Large,Chicken Strips,Chicken,,,,,4CCSL,CS,CH,4CCSLCSCH
6-piece Crispy Chicken Strips Large,Chicken Strips,Chicken,,,,,6CCSL,CS,CH,6CCSLCSCH
Grilled Chicken Strips,Chicken Strips,Chicken,,,,,GCS,CS,CH,GCSCSCH
Grilled Chicken Strips Small,Chicken Strips,Chicken,,,,,GCSS,CS,CH,GCSSCSCH
Grilled Chicken Strips Medium,Chicken Strips,Chicken,,,,,GCSM,CS,CH,GCSMCSCH
Grilled Chicken Strips Large,Chicken Strips,Chicken,,,,,GCSL,CS,CH,GCSLCSCH
Grilled Chicken Strips Extra Large,Chicken Strips,Chicken,,,,,GCSEL,CS,CH,GCSELCSCH
Grilled Chicken Strips King Size,Chicken Strips,Chicken,,,,,GCSKS,CS,CH,GCSKSCSCH
Grilled Chicken Strips Family Size,Chicken Strips,Chicken,,,,,GCSFS,CS,CH,GCSFSCSCH
4-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,4GCS,CS,CH,4GCSCSCH
6-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,6GCS,CS,CH,6GCSCSCH
8-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,8GCS,CS,CH,8GCSCSCH
10-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,1GCS,CS,CH,1GCSCSCH
12-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,1GCS,CS,CH,1GCSCSCH
15-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,1GCS,CS,CH,1GCSCSCH
20-piece Grilled Chicken Strips,Chicken Strips,Chicken,,,,,2GCS,CS,CH,2GCSCSCH
Grilled Chicken Strips Combo,Chicken Strips,Chicken,,,,,GCSC,CS,CH,GCSCCSCH
Grilled Chicken Strips Value Meal,Chicken Strips,Chicken,,,,,GCSVM,CS,CH,GCSVMCSCH
Grilled Chicken Strips Deluxe Meal,Chicken Strips,Chicken,,,,,GCSDM,CS,CH,GCSDMCSCH
Grilled Chicken Strips Family Meal,Chicken Strips,Chicken,,,,,GCSFM,CS,CH,GCSFMCSCH
Grilled Grilled Chicken Strips,Chicken Strips,Chicken,,,,,GGCS,CS,CH,GGCSCSCH
Fried Grilled Chicken Strips,Chicken Strips,Chicken,,,,,FGCS,CS,CH,FGCSCSCH
Baked Grilled Chicken Strips,Chicken Strips,Chicken,,,,,BGCS,CS,CH,BGCSCSCH
Fresh Grilled Chicken Strips,Chicken Strips,Chicken,,,,,FGCS,CS,CH,FGCSCSCH
Grilled Chicken Strips Extra Crispy,Chicken Strips,Chicken,,,,,GCSEC,CS,CH,GCSECCSCH
Grilled Chicken Strips No Mayo,Chicken Strips,Chicken,,,,,GCSNM,CS,CH,GCSNMCSCH
Grilled Chicken Strips Extra Cheese,Chicken Strips,Chicken,,,,,GCSEC,CS,CH,GCSECCSCH
Grilled Chicken Strips Spicy,Chicken Strips,Chicken,,,,,GCSS,CS,CH,GCSSCSCH
Grilled Chicken Strips Mild,Chicken Strips,Chicken,,,,,GCSM,CS,CH,GCSMCSCH
Grilled Chicken Strips BBQ,Chicken Strips,Chicken,,,,,GCSB,CS,CH,GCSBCSCH
4-piece Grilled Chicken Strips Small,Chicken Strips,Chicken,,,,,4GCSS,CS,CH,4GCSSCSCH
6-piece Grilled Chicken Strips Small,Chicken Strips,Chicken,,,,,6GCSS,CS,CH,6GCSSCSCH
4-piece Grilled Chicken Strips Medium,Chicken Strips,Chicken,,,,,4GCSM,CS,CH,4GCSMCSCH
6-piece Grilled Chicken Strips Medium,Chicken Strips,Chicken,,,,,6GCSM,CS,CH,6GCSMCSCH
4-piece Grilled Chicken Strips Large,Chicken Strips,Chicken,,,,,4GCSL,CS,CH,4GCSLCSCH
6-piece Grilled Chicken Strips Large,Chicken Strips,Chicken,,,,,6GCSL,CS,CH,6GCSLCSCH
Classic Whopper Burger,Whopper Burger,Beef,,,,,CWB,WB,BE,CWBWBBE
Classic Whopper Burger Small,Whopper Burger,Beef,,,,,CWBS,WB,BE,CWBSWBBE
Classic Whopper Burger Medium,Whopper Burger,Beef,,,,,CWBM,WB,BE,CWBMWBBE
Classic Whopper Burger Large,Whopper Burger,Beef,,,,,CWBL,WB,BE,CWBLWBBE
Classic Whopper Burger Extra Large,Whopper Burger,Beef,,,,,CWBEL,WB,BE,CWBELWBBE
Classic Whopper Burger King Size,Whopper Burger,Beef,,,,,CWBKS,WB,BE,CWBKSWBBE
Classic Whopper Burger Family Size,Whopper Burger,Beef,,,,,CWBFS,WB,BE,CWBFSWBBE
Classic Whopper Burger Combo,Whopper Burger,Beef,,,,,CWBC,WB,BE,CWBCWBBE
Classic Whopper Burger Value Meal,Whopper Burger,Beef,,,,,CWBVM,WB,BE,CWBVMWBBE
Classic Whopper Burger Deluxe Meal,Whopper Burger,Beef,,,,,CWBDM,WB,BE,CWBDMWBBE
Classic Whopper Burger Family Meal,Whopper Burger,Beef,,,,,CWBFM,WB,BE,CWBFMWBBE
Grilled Classic Whopper Burger,Whopper Burger,Beef,,,,,GCWB,WB,BE,GCWBWBBE
Fried Classic Whopper Burger,Whopper Burger,Beef,,,,,FCWB,WB,BE,FCWBWBBE
Baked Classic Whopper Burger,Whopper Burger,Beef,,,,,BCWB,WB,BE,BCWBWBBE
Fresh Classic Whopper Burger,Whopper Burger,Beef,,,,,FCWB,WB,BE,FCWBWBBE
Classic Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,CWBEC,WB,BE,CWBECWBBE
Classic Whopper Burger No Mayo,Whopper Burger,Beef,,,,,CWBNM,WB,BE,CWBNMWBBE
Classic Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,CWBEC,WB,BE,CWBECWBBE
Classic Whopper Burger Spicy,Whopper Burger,Beef,,,,,CWBS,WB,BE,CWBSWBBE
Classic Whopper Burger Mild,Whopper Burger,Beef,,,,,CWBM,WB,BE,CWBMWBBE
Classic Whopper Burger BBQ,Whopper Burger,Beef,,,,,CWBB,WB,BE,CWBBWBBE
Classic Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,CWBoSB,WB,BE,CWBoSBWBBE
Classic Whopper Burger on Brioche,Whopper Burger,Beef,,,,,CWBoB,WB,BE,CWBoBWBBE
Classic Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,CWBoWW,WB,BE,CWBoWWWBBE
Classic Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,CWBoS,WB,BE,CWBoSWBBE
Classic Whopper Burger Combo Small,Whopper Burger,Beef,,,,,CWBCS,WB,BE,CWBCSWBBE
Classic Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,CWBVMS,WB,BE,CWBVMSWBBE
Classic Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,CWBCM,WB,BE,CWBCMWBBE
Classic Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,CWBVMM,WB,BE,CWBVMMWBBE
Classic Whopper Burger Combo Large,Whopper Burger,Beef,,,,,CWBCL,WB,BE,CWBCLWBBE
Classic Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,CWBVML,WB,BE,CWBVMLWBBE
Double Whopper Burger,Whopper Burger,Beef,,,,,DWB,WB,BE,DWBWBBE
Double Whopper Burger Small,Whopper Burger,Beef,,,,,DWBS,WB,BE,DWBSWBBE
Double Whopper Burger Medium,Whopper Burger,Beef,,,,,DWBM,WB,BE,DWBMWBBE
Double Whopper Burger Large,Whopper Burger,Beef,,,,,DWBL,WB,BE,DWBLWBBE
Double Whopper Burger Extra Large,Whopper Burger,Beef,,,,,DWBEL,WB,BE,DWBELWBBE
Double Whopper Burger King Size,Whopper Burger,Beef,,,,,DWBKS,WB,BE,DWBKSWBBE
Double Whopper Burger Family Size,Whopper Burger,Beef,,,,,DWBFS,WB,BE,DWBFSWBBE
Double Whopper Burger Combo,Whopper Burger,Beef,,,,,DWBC,WB,BE,DWBCWBBE
Double Whopper Burger Value Meal,Whopper Burger,Beef,,,,,DWBVM,WB,BE,DWBVMWBBE
Double Whopper Burger Deluxe Meal,Whopper Burger,Beef,,,,,DWBDM,WB,BE,DWBDMWBBE
Double Whopper Burger Family Meal,Whopper Burger,Beef,,,,,DWBFM,WB,BE,DWBFMWBBE
Grilled Double Whopper Burger,Whopper Burger,Beef,,,,,GDWB,WB,BE,GDWBWBBE
Fried Double Whopper Burger,Whopper Burger,Beef,,,,,FDWB,WB,BE,FDWBWBBE
Baked Double Whopper Burger,Whopper Burger,Beef,,,,,BDWB,WB,BE,BDWBWBBE
Fresh Double Whopper Burger,Whopper Burger,Beef,,,,,FDWB,WB,BE,FDWBWBBE
Double Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,DWBEC,WB,BE,DWBECWBBE
Double Whopper Burger No Mayo,Whopper Burger,Beef,,,,,DWBNM,WB,BE,DWBNMWBBE
Double Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,DWBEC,WB,BE,DWBECWBBE
Double Whopper Burger Spicy,Whopper Burger,Beef,,,,,DWBS,WB,BE,DWBSWBBE
Double Whopper Burger Mild,Whopper Burger,Beef,,,,,DWBM,WB,BE,DWBMWBBE
Double Whopper Burger BBQ,Whopper Burger,Beef,,,,,DWBB,WB,BE,DWBBWBBE
Double Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,DWBoSB,WB,BE,DWBoSBWBBE
Double Whopper Burger on Brioche,Whopper Burger,Beef,,,,,DWBoB,WB,BE,DWBoBWBBE
Double Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,DWBoWW,WB,BE,DWBoWWWBBE
Double Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,DWBoS,WB,BE,DWBoSWBBE
Double Whopper Burger Combo Small,Whopper Burger,Beef,,,,,DWBCS,WB,BE,DWBCSWBBE
Double Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,DWBVMS,WB,BE,DWBVMSWBBE
Double Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,DWBCM,WB,BE,DWBCMWBBE
Double Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,DWBVMM,WB,BE,DWBVMMWBBE
Double Whopper Burger Combo Large,Whopper Burger,Beef,,,,,DWBCL,WB,BE,DWBCLWBBE
Double Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,DWBVML,WB,BE,DWBVMLWBBE
Triple Whopper Burger,Whopper Burger,Beef,,,,,TWB,WB,BE,TWBWBBE
Triple Whopper Burger Small,Whopper Burger,Beef,,,,,TWBS,WB,BE,TWBSWBBE
Triple Whopper Burger Medium,Whopper Burger,Beef,,,,,TWBM,WB,BE,TWBMWBBE
Triple Whopper Burger Large,Whopper Burger,Beef,,,,,TWBL,WB,BE,TWBLWBBE
Triple Whopper Burger Extra Large,Whopper Burger,Beef,,,,,TWBEL,WB,BE,TWBELWBBE
Triple Whopper Burger King Size,Whopper Burger,Beef,,,,,TWBKS,WB,BE,TWBKSWBBE
Triple Whopper Burger Family Size,Whopper Burger,Beef,,,,,TWBFS,WB,BE,TWBFSWBBE
Triple Whopper Burger Combo,Whopper Burger,Beef,,,,,TWBC,WB,BE,TWBCWBBE
Triple Whopper Burger Value Meal,Whopper Burger,Beef,,,,,TWBVM,WB,BE,TWBVMWBBE
Triple Whopper Burger Deluxe Meal,Whopper Burger,Beef,,,,,TWBDM,WB,BE,TWBDMWBBE
Triple Whopper Burger Family Meal,Whopper Burger,Beef,,,,,TWBFM,WB,BE,TWBFMWBBE
Grilled Triple Whopper Burger,Whopper Burger,Beef,,,,,GTWB,WB,BE,GTWBWBBE
Fried Triple Whopper Burger,Whopper Burger,Beef,,,,,FTWB,WB,BE,FTWBWBBE
Baked Triple Whopper Burger,Whopper Burger,Beef,,,,,BTWB,WB,BE,BTWBWBBE
Fresh Triple Whopper Burger,Whopper Burger,Beef,,,,,FTWB,WB,BE,FTWBWBBE
Triple Whopper Burger Extra Crispy,Whopper Burger,Beef,,,,,TWBEC,WB,BE,TWBECWBBE
Triple Whopper Burger No Mayo,Whopper Burger,Beef,,,,,TWBNM,WB,BE,TWBNMWBBE
Triple Whopper Burger Extra Cheese,Whopper Burger,Beef,,,,,TWBEC,WB,BE,TWBECWBBE
Triple Whopper Burger Spicy,Whopper Burger,Beef,,,,,TWBS,WB,BE,TWBSWBBE
Triple Whopper Burger Mild,Whopper Burger,Beef,,,,,TWBM,WB,BE,TWBMWBBE
Triple Whopper Burger BBQ,Whopper Burger,Beef,,,,,TWBB,WB,BE,TWBBWBBE
Triple Whopper Burger on Sesame Bun,Whopper Burger,Beef,,,,,TWBoSB,WB,BE,TWBoSBWBBE
Triple Whopper Burger on Brioche,Whopper Burger,Beef,,,,,TWBoB,WB,BE,TWBoBWBBE
Triple Whopper Burger on Whole Wheat,Whopper Burger,Beef,,,,,TWBoWW,WB,BE,TWBoWWWBBE
Triple Whopper Burger on Sourdough,Whopper Burger,Beef,,,,,TWBoS,WB,BE,TWBoSWBBE
Triple Whopper Burger Combo Small,Whopper Burger,Beef,,,,,TWBCS,WB,BE,TWBCSWBBE
Triple Whopper Burger Value Meal Small,Whopper Burger,Beef,,,,,TWBVMS,WB,BE,TWBVMSWBBE
Triple Whopper Burger Combo Medium,Whopper Burger,Beef,,,,,TWBCM,WB,BE,TWBCMWBBE
Triple Whopper Burger Value Meal Medium,Whopper Burger,Beef,,,,,TWBVMM,WB,BE,TWBVMMWBBE
Triple Whopper Burger Combo Large,Whopper Burger,Beef,,,,,TWBCL,WB,BE,TWBCLWBBE
Triple Whopper Burger Value Meal Large,Whopper Burger,Beef,,,,,TWBVML,WB,BE,TWBVMLWBBE
Original Big King,Big King,Beef,,,,,OBK,BK,BE,OBKBKBE
Original Big King Small,Big King,Beef,,,,,OBKS,BK,BE,OBKSBKBE
Original Big King Medium,Big King,Beef,,,,,OBKM,BK,BE,OBKMBKBE
Original Big King Large,Big King,Beef,,,,,OBKL,BK,BE,OBKLBKBE
Original Big King Extra Large,Big King,Beef,,,,,OBKEL,BK,BE,OBKELBKBE
Original Big King King Size,Big King,Beef,,,,,OBKKS,BK,BE,OBKKSBKBE
Original Big King Family Size,Big King,Beef,,,,,OBKFS,BK,BE,OBKFSBKBE
Original Big King Combo,Big King,Beef,,,,,OBKC,BK,BE,OBKCBKBE
Original Big King Value Meal,Big King,Beef,,,,,OBKVM,BK,BE,OBKVMBKBE
Original Big King Deluxe Meal,Big King,Beef,,,,,OBKDM,BK,BE,OBKDMBKBE
Original Big King Family Meal,Big King,Beef,,,,,OBKFM,BK,BE,OBKFMBKBE
Grilled Original Big King,Big King,Beef,,,,,GOBK,BK,BE,GOBKBKBE
Fried Original Big King,Big King,Beef,,,,,FOBK,BK,BE,FOBKBKBE
Baked Original Big King,Big King,Beef,,,,,BOBK,BK,BE,BOBKBKBE
Fresh Original Big King,Big King,Beef,,,,,FOBK,BK,BE,FOBKBKBE
